class	path	image
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot10.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot10	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot11.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot11	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot13.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot13	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot14.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot14	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot15.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot15	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot16.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot16	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot17.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot17	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot19.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot19	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot20.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot20	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot21.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot21	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot22.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot22	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot23.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot23	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot7.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot8.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot25.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot25	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot26.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot26	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot6.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot12.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot12	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot18.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot18	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot24.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot24	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot2.Empty	rbxassetid://1554578227
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot1.Empty	rbxassetid://1554578227
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot3.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot4.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot5.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.ElectricFurnace.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot21.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot21	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot22.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot22	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot20.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot20	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot19.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot19	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot23.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot23	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot24.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot24	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot13.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot13	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot14.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot14	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot15.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot15	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot16.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot16	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot17.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot17	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot18.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot18	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot12.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot12	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot11.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot11	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot10.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot10	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot9.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot9	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot7.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot8.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot6.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot30.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot30	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot38.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot38.Empty	rbxassetid://16844592716
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot38	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot37.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot37	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot25.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot25	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot26.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot26	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot27.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot27	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot28.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot28	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot29.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot29	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot31.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot31	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot32.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot32	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot33.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot33	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot34.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot34	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot35.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot35	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot36.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.BodyLoot.Slot36	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot1.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot2.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot3.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot4.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot5.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot6.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot6.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot7.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot7.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot8.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot8.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot9.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot9.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot9	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot10.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot10.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot10	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot11.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot11.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot11	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot12.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot12.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot12	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot13.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot13.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot13	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot14.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot14.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot14	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot15.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot15.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot15	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot16.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot16.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot16	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot17.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot17.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot17	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot18.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot18.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot18	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot30.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot30.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot30	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot20.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot20.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot20	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot21.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot21.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot21	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot22.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot22.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot22	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot23.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot23.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot23	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot24.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot24.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot24	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot25.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot25.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container30.Slot25	http://www.roblox.com/asset/?id=28756351
